topic,term,ground_truth,method,domain,prediction,candidates,exact_match,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-2311,property rights,ownership rights,mas_langgraph,Law,Possessory rights,"[""Possessory rights"", ""Inheritance rights"", ""Ownership interests"", ""Legal entitlements"", ""Tenure rights""]",False,0.6060606060606061,0.7075169086456299,False,False
topic-7721,electroencephalogram,brain wave test,mas_langgraph,Neurophysiology,Encephalogram,"[""Encephalogram"", ""Electrophysiological tracing"", ""Cerebral function monitoring""]",False,0.1428571428571429,0.4992451071739197,False,False
topic-1938,electrophysiology,bioelectricity,mas_langgraph,Physiology,Neurophysiology,"[""Neurophysiology"", ""Electroencephalography"", ""Electropharmacology"", ""Bioelectricity""]",False,0.27586206896551724,0.35005927085876465,False,True
topic-2100,electromyography,muscle electrical recording,mas_langgraph,Physiology,Electrical muscle activity measurement,"[""Electrical muscle activity measurement"", ""Muscle electrical impedance testing"", ""Motor nerve stimulation analysis"", ""Myoelectric signal detection""]",False,0.4615384615384615,0.7633214592933655,False,False
topic-15464,Electronic Business,e-commerce,mas_langgraph,Information Systems Management,E-commerce,"[""E-commerce"", ""Digital Commerce"", ""Virtual Enterprise""]",True,1.0,1.0000001192092896,True,True
topic-2701,electronic commerce,online shopping,mas_langgraph,Computer Science,E-commerce,"[""E-commerce"", ""Cyber commerce"", ""Digital trade"", ""Networked transactions""]",False,0.16666666666666663,0.6039049625396729,False,False
topic-7722,EMG,electromyogram,mas_langgraph,Electromyography,Electrical signals from muscles,"[""Electrical signals from muscles"", ""Voluntary muscle activity recording"", ""Myoelectric monitoring"", ""Muscle potential measurement""]",False,0.4,0.47456642985343933,False,False
topic-1929,emotions,feelings,mas_langgraph,Psychology,Feelings,"[""Feelings"", ""Affect"", ""Mood""]",True,1.0,0.9999998807907104,True,True
topic-2067,emotions and health,emotional well-being,mas_langgraph,Psychology,Psychological feelings and physical health,"[""Psychological feelings and physical health"", ""Affective experiences and physiological balance"", ""Feelings and psychological vitality"", ""Mental states and well-being"", ""Subjective experiences and physical equilibrium""]",False,0.3278688524590164,0.6176272034645081,False,False
topic-2064,emotional exhaustion,burnout,mas_langgraph,Psychology,Burnout,"[""Mental Burnout"", ""Psychological Strain"", ""Burnout""]",True,1.0,1.0,True,True
topic-2705,empirical finance,Experimental finance,mas_langgraph,Finance,Quantitative finance,"[""Quantitative finance"", ""Financial modeling""]",False,0.55,0.5935746431350708,False,False
topic-1426,empirical macroeconomics,data-driven macroeconomics,mas_langgraph,Economics,Applied econometrics,"[""Applied econometrics"", ""Quantitative economics""]",False,0.5777777777777777,0.4624425768852234,False,False
topic-1042,Empirical legal studies,Empirical jurisprudence,mas_langgraph,Law,Empirical jurisprudence,"[""Empirical jurisprudence"", ""Research-based legal scholarship"", ""Evidence-based legal practice"", ""Applied jurisprudence""]",True,1.0,1.0,True,True
topic-5321,jurisprudence,legal theory,mas_langgraph,Law,Legal theory,"[""Legal theory"", ""Legal scholarship"", ""Ius commune""]",True,1.0,0.9999999403953552,True,True
topic-2712,energy economics,energy markets,mas_langgraph,Economics,Resource allocation,"[""Economic planning"", ""Economic management"", ""Resource allocation"", ""Economic governance"", ""Financial resource utilization"", ""Fiscal resource management""]",False,0.303030303030303,0.34999337792396545,False,False
topic-2711,energy sources,power sources,mas_langgraph,Engineering,Fuel sources,"[""Fuel sources"", ""Energy supplies"", ""Renewable fuels"", ""Energy carriers""]",False,0.72,0.6150264739990234,False,False
topic-1429,energy problems,energy challenges,mas_langgraph,Engineering,Energy challenges,"[""Energy challenges"", ""Power issues"", ""Capacity shortages""]",True,1.0,1.0,True,True
topic-1430,english,the English language,mas_langgraph,Linguistics,Anglo,"[""Anglo"", ""Germanic"", ""Saxon"", ""Norman""]",False,0.24,0.5405811071395874,False,False
topic-3666,epidemilogy,disease study,mas_langgraph,Epidemiology,Disease outbreak investigation,"[""Disease outbreak investigation"", ""Health statistics analysis"", ""Public health monitoring"", ""Global health security"", ""Biostatistics""]",False,0.4651162790697675,0.5938506126403809,False,False
topic-10401,epilepsy,seizure disorder,mas_langgraph,Neurology,Seizure disorder,"[""Seizure disorder"", ""Status epilepticus"", ""Convulsive illness""]",True,1.0,1.0,True,True
topic-1431,law of succession,inheritance law,mas_langgraph,Botany,Succession,"[""Succession"", ""Ecological succession""]",False,0.24,0.46010494232177734,False,False
topic-2167,aesthetics,philosophy of beauty,mas_langgraph,Philosophy of Art,Beauty,"[""Beauty"", ""Style"", ""Harmony"", ""Composition"", ""Form""]",False,0.4615384615384615,0.7181557416915894,False,False
topic-1432,ethics,moral philosophy,mas_langgraph,Philosophy,Morality,"[""Morality"", ""Moral philosophy"", ""Conscience"", ""Justice"", ""Virtue"", ""Decency""]",False,0.5833333333333333,0.7548866271972656,True,True
topic-7103,ethnic groups,cultural communities,mas_langgraph,Anthropology,Ethnical classifications,"[""Ethnical classifications"", ""Nationalities"", ""Cultural communities""]",False,0.40909090909090906,0.46937987208366394,True,True
topic-7102,ethnic minority groups,minority communities,mas_langgraph,Anthropology/Social Sciences,National minority groups,"[""National minority groups"", ""Cultural minorities"", ""Minority communities"", ""Indigenous peoples"", ""Marginalized communities""]",False,0.5454545454545454,0.7320007681846619,True,True
topic-1435,ethnic minority groups and culture,minority cultures,mas_langgraph,Anthropology,Minority cultures,"[""Minority cultures"", ""Culturally distinct groups"", ""Cultural diversity"", ""Racialized communities"", ""Diverse groups"", ""Socio-cultural variations"", ""Ethnographic communities""]",True,1.0,1.0,True,True
topic-13901,Ethnographic research,ethnographics,mas_langgraph,Anthropology,Cultural study,"[""Cultural study"", ""Qualitative inquiry"", ""Cultural immersion"", ""Community investigation"", ""Social description"", ""Participant observation""]",False,0.2962962962962963,0.5578904151916504,False,False
topic-5968,European Public Procurement Law,EU procurement regulations,mas_langgraph,Law,Public Procurement Legislation in Europe,"[""Public Procurement Legislation in Europe"", ""Procurement Law of the European Community"", ""European Union Public Procurement Regulations"", ""Regulatory Framework for European Procurement"", ""Public Contract Law in Europe"", ""Public Procurement Ordinance"", ""Community Procurement Code""]",False,0.6666666666666667,0.8293085098266602,False,False
topic-1438,european tax law,EU tax regulations,mas_langgraph,Law,European Union legislation,"[""European Union legislation"", ""Eurolegal framework"", ""Community law""]",False,0.5454545454545454,0.6641464233398438,False,False
topic-10221,European Administrative Law,EU administrative law,mas_langgraph,Law,European Union Law,"[""European Union Law"", ""Public Law"", ""State Law""]",False,0.4615384615384615,0.7795532941818237,False,False
topic-1440,european environmental law,EU environmental regulations,mas_langgraph,Environmental Law,European Union environmental legislation,"[""European Union environmental legislation"", ""Regional European environmental standards"", ""Pan-European environmental framework""]",False,0.7352941176470589,0.8820561766624451,False,False
topic-1061,European Private Law,EU private law,mas_langgraph,Law,Private legal order,"[""Private legal order"", ""Municipal law"", ""Civil law"", ""Legal code"", ""Juridical system""]",False,0.6060606060606061,0.5871491432189941,False,False
topic-1441,european law,EU legislation,mas_langgraph,Law,EU law,"[""EU law"", ""European Union law"", ""Community law""]",False,0.5,0.8320001363754272,False,False
topic-1443,european social security law,European welfare law,mas_langgraph,Law,Social welfare legislation,"[""Social welfare legislation"", ""Social insurance regulation"", ""Public benefit provision law"", ""Welfare state legislation"", ""Labor market protection law""]",False,0.5652173913043479,0.6824002265930176,False,False
topic-5561,european convention on human rights,European Human Rights Charter,mas_langgraph,Law,Human Rights Convention,"[""Human Rights Convention"", ""European Charter of Fundamental Rights"", ""ECHR""]",False,0.5769230769230769,0.6574035882949829,False,False
topic-6384,european monetary union,eurozone,mas_langgraph,Economics,European Economic and Monetary Union,"[""European Economic and Monetary Union"", ""European Monetary System"", ""Single European Currency"", ""European Currency Area"", ""Eurozone""]",False,0.31818181818181823,0.5247753262519836,False,True
topic-6764,european politics,EU politics,mas_langgraph,Politics,,[],False,0.0,0.0,False,False
topic-8825,euthanasia,mercy killing,mas_langgraph,Bioethics,Assisted dying,"[""Assisted dying"", ""Death with dignity"", ""Terminal sedation""]",False,0.3703703703703704,0.5088063478469849,False,False
topic-2329,gospels,good news,mas_langgraph,Biblical Studies,Canonical texts,"[""Canonical texts"", ""Scriptural accounts""]",False,0.33333333333333337,0.059156667441129684,False,False
topic-2727,evolution,development,mas_langgraph,Biology,Adaptation,"[""Adaptation"", ""Mutation"", ""Development"", ""Variation"", ""Diversification"", ""Transformation"", ""Change""]",False,0.2857142857142857,0.39983081817626953,True,True
topic-11181,evs,European Values Study,mas_langgraph,academic taxonomy,Hierarchy,"[""Ranking"", ""Hierarchy"", ""Taxonomy"", ""Grouping"", ""Nomenclature"", ""Categorization""]",False,0.2666666666666667,0.1291545033454895,False,False
topic-1448,exegesis,interpretation,mas_langgraph,Biblical Studies,Elucidation,"[""Elucidation"", ""Exposition"", ""Interpretation"", ""Commentary"", ""Exploration"", ""Analysis""]",False,0.48,0.21656176447868347,True,True
topic-1449,experimental economics,behavioral economics,mas_langgraph,Economics,Neoclassical Experimental Economics,"[""Neoclassical Experimental Economics"", ""Behavioral Economics"", ""Applied Microeconomics"", ""Game Theory""]",False,0.5818181818181818,0.6716984510421753,True,True
topic-1450,expert systems,knowledge systems,mas_langgraph,Computer Science,Artificial intelligence systems,"[""Artificial intelligence systems"", ""Knowledge-based systems"", ""Automated reasoning systems"", ""Intelligent systems"", ""Rule-based systems"", ""Decision support systems""]",False,0.5,0.650848388671875,False,False
topic-1452,external reporting,external disclosure,mas_langgraph,Accounting,Compliance reporting,"[""Compliance reporting"", ""Public accounting disclosure"", ""Financial disclosure"", ""Disclosure on financial performance""]",False,0.2564102564102564,0.3929978609085083,False,False
topic-2735,extreme value theory,extreme value analysis,mas_langgraph,Statistics,Tail probability,"[""Tail probability"", ""Quantile estimation""]",False,0.368421052631579,0.17639894783496857,False,False
topic-1453,family law,domestic relations law,mas_langgraph,Law,Jurisprudence,"[""Jurisprudence"", ""Statute"", ""Ordinance"", ""Regulation"", ""Code""]",False,0.22857142857142854,0.5135182738304138,False,False
topic-1456,feminism,women's liberation,mas_langgraph,Sociology,Feminist theory,"[""Feminist theory"", ""Women's liberation movement"", ""Gender justice advocacy"", ""Sexual equality advocacy""]",False,0.375,0.5970805287361145,False,False
topic-1892,feminist theology,gender theology,mas_langgraph,Theology and Feminism,Religious feminism,"[""Liberation theology from a feminist perspective"", ""Religious feminism"", ""Gender justice theology"", ""Women's liberation theology"", ""Feminist spirituality""]",False,0.24242424242424243,0.7189538478851318,False,False
topic-7941,film en literature,cinematic literature,mas_langgraph,Literary Studies,Cinema in literature,"[""Cinema in literature"", ""Dramatization""]",False,0.9,0.8214210867881775,False,False
topic-1458,film studies,cinema studies,mas_langgraph,Film Studies,Cinema analysis,"[""Cinema analysis"", ""Film theory"", ""Motion picture studies"", ""Visual narrative analysis""]",False,0.6896551724137931,0.7771674990653992,False,False
topic-1459,philosophy,wisdom,mas_langgraph,Philosophy,Epistemology,"[""Epistemology"", ""Ethics"", ""Logic"", ""Rhetoric"", ""Metaphysics""]",False,0.33333333333333337,0.3041225075721741,False,False
topic-2025,philosophic and christian philosophy of life,Christian worldview philosophy,mas_langgraph,Philosophy,Existential theology,"[""Existential theology"", ""Moral theology"", ""Theological anthropology""]",False,0.43999999999999995,0.48344874382019043,False,False
topic-2113,philosophy of cognitive psychology,cognitive psychology theory,mas_langgraph,Cognitive Psychology,Psychology of Mind,"[""Psychology of Mind"", ""Theory of Mental Processes"", ""Analysis of Cognitive Functions"", ""Investigation of Perception and Cognition"", ""Research into Mental Faculties"", ""Examination of Human Mental Life"", ""Study of Conscious Thought"", ""Science of Mental Operations""]",False,0.5333333333333333,0.662397563457489,False,False
topic-1460,philosophy of economy,economic philosophy,mas_langgraph,Economics,Economic science,"[""Economic science"", ""Systematic economics"", ""Resource allocation theory""]",False,0.5714285714285714,0.6904867887496948,False,False
topic-1462,philosophy of mind,mental philosophy,mas_langgraph,Philosophy,Metaphysics of mind,"[""Metaphysics of mind"", ""Mind studies"", ""Cognitive science"", ""Neurophilosophy""]",False,0.5,0.646456241607666,False,False
topic-2019,philosophy of ~the state,political theory,mas_langgraph,Politics,Statecraft philosophy,"[""Statecraft philosophy"", ""Governmental thought"", ""Political theory"", ""Social contract theory""]",False,0.3783783783783784,0.34948188066482544,True,True
topic-5602,philosophical psychology,philosophy of psychology,mas_langgraph,Psychology,Cognitive philosophy,"[""Cognitive philosophy"", ""Intellectual psychology"", ""Existential psychology""]",False,0.4545454545454546,0.6665594577789307,False,False
topic-16502,Financial reporting,financial statements,mas_langgraph,Accounting,Financial statement presentation,"[""Accounting compliance reporting"", ""Financial statement presentation"", ""Auditing and financial disclosure"", ""Financial disclosure obligations"", ""Business accounting standards""]",False,0.7692307692307692,0.8225058317184448,False,False
topic-2744,financial intermediation,financial brokerage,mas_langgraph,Economics,Brokerage,"[""Brokerage"", ""Mediation"", ""Facilitation"", ""Middleman services""]",False,0.6428571428571428,0.8386372923851013,False,False
topic-2747,financial management,fiscal management,mas_langgraph,Business Administration,Financial planning,"[""Financial planning"", ""Asset management"", ""Budgeting"", ""Resource allocation""]",False,0.5142857142857142,0.5381975173950195,False,False
topic-2753,financial analysis,financial evaluation,mas_langgraph,Finance,Financial assessment,"[""Financial assessment"", ""Portfolio analysis"", ""Investment appraisal"", ""Economic evaluation"", ""Risk assessment""]",False,0.6,0.8365074992179871,False,False
topic-2755,financial crisis,economic meltdown,mas_langgraph,Economics,Economic recession,"[""Economic recession"", ""Economic downturn"", ""Market downturn""]",False,0.6857142857142857,0.6263425350189209,False,False
topic-2756,financial econometrics,quantitative finance,mas_langgraph,Economics,Econometric analysis,"[""Econometric analysis"", ""Financial market research"", ""Statistical modeling of economic phenomena""]",False,0.30000000000000004,0.39183810353279114,False,False
topic-5548,"financial economics, models",financial modeling,mas_langgraph,Economics,Economic theory,"[""Economic theory"", ""Monetary economics"", ""Econometrics""]",False,0.24242424242424243,0.5351066589355469,False,False
topic-1467,financial markets,capital markets,mas_langgraph,Economics,Capital markets,"[""Capital markets"", ""Monetary markets"", ""Financial systems""]",True,1.0,1.0000001192092896,True,True
topic-2565,capital structure,financial composition,mas_langgraph,Finance,Capital composition,"[""Capital composition"", ""Corporate capitalization"", ""Equity mix""]",False,0.8,0.5818663835525513,False,False
topic-2762,financial mathematics,quantitative finance,mas_langgraph,Mathematics,Mathematical economics,"[""Mathematical economics"", ""Quantitative finance"", ""Actuarial science""]",False,0.38095238095238093,0.6310670375823975,True,True
topic-1469,finance,financial management,mas_langgraph,Economics,Banking,"[""Banking"", ""Economy"", ""Monetary"", ""Wealth"", ""Capital""]",False,0.3703703703703704,0.610053539276123,False,False
topic-1471,corporate finance; international finance,business finance; global finance,mas_langgraph,Finance,Financial management,"[""Financial management"", ""Commercial banking"", ""Portfolio management"", ""Risk assessment""]",False,0.4705882352941176,0.6174412965774536,False,False
topic-2764,fiscal policy,budgetary policy,mas_langgraph,Economics,Fiscal management,"[""Fiscal management"", ""Government spending"", ""Monetary policy"", ""Budgetary decision"", ""Public finance""]",False,0.18181818181818177,0.6854206323623657,False,False
topic-1474,fiscal economics,public finance,mas_langgraph,Economics,Taxation and spending,"[""Taxation and spending"", ""Government budgeting"", ""Public finance theory"", ""State economic management""]",False,0.2857142857142857,0.4876493811607361,False,False
topic-9661,flexicurity,flexible security,mas_langgraph,Economics,Combination of flexibility and security,"[""Combination of flexibility and security"", ""Job security guarantee"", ""Social security hybrid"", ""Employment insurance system""]",False,0.5714285714285714,0.840092122554779,False,False
topic-1480,phonology,sound system study,mas_langgraph,Linguistics,Auditory phonetics,"[""Auditory phonetics"", ""Syllable structure"", ""Phonetic transcription"", ""Sound system""]",False,0.2777777777777778,0.5228682160377502,False,False
topic-581,forensic psychology,criminal psychology,mas_langgraph,Psychology,Forensic behavioral science,"[""Forensic behavioral science"", ""Applied psychology of crime"", ""Behavioral criminology"", ""Psychological jurisprudence"", ""Criminal profiling""]",False,0.34782608695652173,0.7089492678642273,False,False
topic-2103,fundamental research,basic research,mas_langgraph,Research Methods,Investigative research,"[""Investigative research"", ""Methodological exploration"", ""Basic investigation"", ""Original investigation""]",False,0.6111111111111112,0.5497764348983765,False,False
topic-3000,mergers and acquisitions,corporate consolidation,mas_langgraph,Business Administration,Acquisitions and Mergers,"[""Acquisitions and Mergers"", ""Strategic Consolidations"", ""Business Integrations"", ""Business Combinations""]",False,0.34042553191489366,0.5898919105529785,False,False
topic-1486,"mergers, acquisitions and protection",corporate consolidation,mas_langgraph,Economics,Mergesandacquisitions,"[""Mergesandacquisitions"", ""Businesscombinations"", ""Takesovers""]",False,0.40909090909090906,0.4054303765296936,False,False
topic-7704,physiology,biological functions,mas_langgraph,Biology,Anatomy,"[""Anatomy"", ""Biological science"", ""Biochemistry""]",False,0.2962962962962963,0.34591466188430786,False,False
topic-2143,birth,childbirth,mas_langgraph,Demography,Parturition,"[""Parturition""]",False,0.19047619047619047,0.37108951807022095,False,False
topic-16943,commemoration,remembrance,mas_langgraph,History,Remembrance,"[""Remembrance"", ""Observance"", ""Reverence"", ""Veneration""]",True,1.0,0.9999999403953552,True,True
topic-1488,behaviour,conduct,mas_langgraph,Psychology,Comportment,"[""Activity"", ""Action"", ""Conduct"", ""Manner"", ""Reaction"", ""Response"", ""Comportment""]",False,0.4444444444444444,0.49223238229751587,True,True
topic-2213,behaviour influence,behavior modification,mas_langgraph,Psychology,Social persuasion,"[""Social persuasion"", ""Emotional sway"", ""Action effect"", ""Cognitive impact"", ""Motivational drive""]",False,0.3157894736842105,0.37124431133270264,False,False
topic-11301,behavioral economics,Behavioral finance,mas_langgraph,Economics,Behavioral finance,"[""Behavioral finance"", ""Experimental economics"", ""Neuroeconomics""]",True,1.0,1.0,True,True
topic-7741,mental health,psychological well-being,mas_langgraph,Psychology,Psychological health,"[""Psychological health"", ""Mental wellness"", ""Emotional well-being""]",False,0.7441860465116279,0.7590354084968567,False,False
topic-3705,infant mental health,baby mental health,mas_langgraph,Psychology,Neonatal mental health care,"[""Neonatal mental health care"", ""Neonatal behavioral assessment"", ""Childhood emotional well-being""]",False,0.6666666666666667,0.8130279183387756,False,False
topic-1489,mental health care,psychological care,mas_langgraph,Psychiatry,Mental health services,"[""Mental health services"", ""Psychiatric treatment"", ""Psychiatric counseling"", ""Psychosocial therapy"", ""Cognitive behavioral intervention""]",False,0.30000000000000004,0.6935341358184814,False,False
topic-1897,spiritual counseling,spiritual guidance,mas_langgraph,Psychology,Psycho-spiritual support,"[""Psycho-spiritual support"", ""Spiritual direction"", ""Therapeutic guidance"", ""Emotional guidance""]",False,0.5365853658536586,0.44315898418426514,False,False
topic-11663,spiritual counseling / pastoral work / soul care,spiritual guidance,mas_langgraph,Theology/Religious Studies,Faith-based counseling,"[""Faith-based counseling"", ""Spiritual direction"", ""Inner healing work""]",False,0.3589743589743589,0.5777982473373413,False,False
topic-5687,data banks,data repositories,mas_langgraph,Information Systems,Database,"[""Database"", ""Collection"", ""Archive"", ""Repository"", ""Depot""]",False,0.48,0.5178929567337036,False,False
topic-1490,memory,recollection,mas_langgraph,Psychology,Recall,"[""Recall"", ""Retention"", ""Cognition""]",False,0.5555555555555556,0.5315307378768921,False,False
topic-2099,facial expressions,facial cues,mas_langgraph,Psychology,Emotions displayed on the face,"[""Emotions displayed on the face"", ""Facial reactions""]",False,0.24390243902439024,0.5682831406593323,False,False
topic-8141,literacy,reading and writing skills,mas_langgraph,Education/Communication,Academic,"[""Academic""]",False,0.23529411764705888,0.33178871870040894,False,False
topic-7282,"gender studies, theology",feminist theology,mas_langgraph,Gender Studies,Feminist Theology,"[""Feminist Theology"", ""LGBTQ Theology"", ""Queer Theology"", ""Religious Studies of Sexuality"", ""Sexology""]",True,1.0,1.0,True,True
topic-1495,history,historical study,mas_langgraph,History,Past,"[""Past"", ""Antiquity"", ""Heritage"", ""Narrative"", ""Record"", ""Chronicle""]",False,0.30000000000000004,0.4031538963317871,False,False
topic-10325,history Persian period,Achaemenid history,mas_langgraph,History,Old Persian period,"[""Old Persian period"", ""Ancient period"", ""Medieval era"", ""Achaemenid Empire"", ""Parthian Empire"", ""Sasanian dynasty"", ""Pre-Islamic age""]",False,0.2777777777777778,0.4073966145515442,False,False
topic-1862,history of reformation,Reformation history,mas_langgraph,Religious Studies,Reformation era,"[""Reformation era"", ""Church reform movement""]",False,0.7647058823529411,0.9340112209320068,False,False
topic-16542,History of Christianity,Christian history,mas_langgraph,Religious Studies,Christian antiquity,"[""Christian antiquity"", ""Study of Christian origins"", ""Early Christian studies"", ""Theology of Christianity"", ""Biblical studies"", ""Christian tradition"", ""Patristics""]",False,0.7222222222222221,0.790905237197876,False,False
topic-1569,history of church and theology,ecclesiastical history,mas_langgraph,Theology,Scripture,"[""Scripture"", ""Sacramental"", ""Doctrinal"", ""Heritage"", ""Dogma"", ""Tradition""]",False,0.32258064516129037,0.4286036491394043,False,False
topic-9981,dispute resolution,conflict resolution,mas_langgraph,Law,Dispute management,"[""Dispute management"", ""Negotiation"", ""Arbitration"", ""Mediation"", ""Settlement"", ""Conciliation""]",False,0.2702702702702703,0.5825226306915283,False,False
topic-13722,Communication Skills,interpersonal skills,mas_langgraph,Psychology,Conversational Competence,"[""Conversational Competence"", ""Social Interaction Abilities"", ""Interpersonal Effectiveness"", ""Relational Ability""]",False,0.4,0.603141188621521,False,False
topic-1497,violence,aggression,mas_langgraph,Psychology,Aggression,"[""Aggression"", ""Abuse"", ""Hostility""]",True,1.0,1.0,True,True
topic-7222,families,households,mas_langgraph,Biology,Families,"[""Families"", ""Clades"", ""Phyla"", ""Taxa""]",False,0.2222222222222222,0.6500288248062134,False,False
topic-7221,sociology of the family,family sociology,mas_langgraph,Sociology,Social Structure of the Family,"[""Social Structure of the Family"", ""Household Sociology"", ""Family Dynamics"", ""Kinship and Family Systems"", ""Family Studies"", ""Marriage and Family Research"", ""Intergenerational Relationships""]",False,0.34782608695652173,0.7158183455467224,False,False
topic-6741,health,well-being,mas_langgraph,Medicine,Wellness,"[""Wellness"", ""Illness"", ""Sickness"", ""Ailment"", ""Malady"", ""Condition""]",False,0.5882352941176471,0.561880886554718,False,False
topic-1500,health law,medical law,mas_langgraph,Law,Healthcare legislation,"[""Healthcare legislation"", ""Public health policy"", ""Medical jurisprudence"", ""Biomedical regulation""]",False,0.36363636363636365,0.6522655487060547,False,False
topic-2787,health care,medical services,mas_langgraph,Medicine,Health service,"[""Health service"", ""Clinical care"", ""Physician services"", ""Medical treatment"", ""Medical assistance""]",False,0.7333333333333334,0.8524441123008728,False,False
topic-7001,health care economics,health economics,mas_langgraph,Economics of Medicine,Medicine economics,"[""Medicine economics"", ""Biomedical economics"", ""Healthcare cost management"", ""Pharmaceutical policy""]",False,0.6470588235294117,0.841731607913971,False,False
topic-7202,health care management,health services management,mas_langgraph,Healthcare Administration,Healthcare management,"[""Healthcare management"", ""Health services management"", ""Healthcare administration"", ""Patient care coordination"", ""Clinical governance""]",False,0.8085106382978724,0.8420474529266357,True,True
topic-7201,health care organisation,health services management,mas_langgraph,Healthcare,Health service provider,"[""Health service provider"", ""Medical centre"", ""Hospital system"", ""Medical facility""]",False,0.653061224489796,0.7387352585792542,False,False
topic-1502,health care strategy and management,health care administration,mas_langgraph,Healthcare Management,Healthcare planning,"[""Health service management"", ""Healthcare planning"", ""Healthcare operations"", ""Patient care coordination"", ""Healthcare quality improvement"", ""Medical administration""]",False,0.6666666666666667,0.6088818311691284,False,False
topic-9024,health care policy,health policy,mas_langgraph,Health Policy,Healthcare administration policy,"[""Healthcare administration policy"", ""Health service regulation"", ""Healthcare reform"", ""Public health governance"", ""Medicinal law""]",False,0.5777777777777777,0.759204626083374,False,False
topic-2792,globalisation,international integration,mas_langgraph,Economics,Internationalization,"[""Internationalization"", ""Transnational commerce"", ""Multinational trade""]",False,0.8444444444444444,0.6827711462974548,False,False
topic-11664,images of god en men,theological representations,mas_langgraph,academic taxonomy,,[],False,0.0,0.0,False,False
topic-2083,images of god,conceptions of God,mas_langgraph,Religious Studies,,[],False,0.0,0.0,False,False
topic-1504,religion,faith,mas_langgraph,Religion Studies,Faith,"[""Belief"", ""Faith"", ""Theology""]",True,1.0,1.0,True,True
topic-1506,psychology of religion and pastoral psychology,religious psychology,mas_langgraph,Psychology,Theology and psychology,"[""Theology and psychology"", ""Pastoral counseling"", ""Religious studies"", ""Spiritual care""]",False,0.6511627906976745,0.8189002275466919,False,False
topic-1507,religion and pastoral sociology,religious sociology,mas_langgraph,Sociology of Religion,Religious studies,"[""Religious studies"", ""Theology"", ""Philosophy of religion"", ""Spirituality""]",False,0.6666666666666667,0.7322874069213867,False,False
topic-1505,religions; phenomenology,religious studies,mas_langgraph,Anthropology,Spiritualities,"[""Spiritualities"", ""Theologies"", ""Faiths"", ""Worldviews""]",False,0.4516129032258065,0.5310070514678955,False,False
topic-4251,philosophy of religion,religious philosophy,mas_langgraph,Religious Studies,Mystical theology,"[""Mystical theology"", ""Religious thought"", ""Divinity studies"", ""Theodology""]",False,0.32432432432432434,0.6409398913383484,False,False
topic-1508,pedagogy of religion,religious education theory,mas_langgraph,Religious Studies,Prayer and worship pedagogy,"[""Prayer and worship pedagogy"", ""Religious education approach"", ""Theology of worship"", ""Spiritual discipline framework"", ""Faith formation theory""]",False,0.37735849056603776,0.5504544973373413,False,False
topic-1894,"divinity, contemporary themes of",modern theological themes,mas_langgraph,Theology,Spirituality,"[""Spirituality"", ""Sacredness"", ""Religion"", ""Transcendence""]",False,0.2702702702702703,0.38807418942451477,False,False
topic-2046,gods call,divine vocation,mas_langgraph,academic taxonomy,Deities,"[""Deities"", ""Divine entities"", ""Supreme beings""]",False,0.36363636363636365,0.45432791113853455,False,False
topic-2794,gambling,betting,mas_langgraph,Psychology,Wagering,"[""Vigorous betting"", ""Wagering"", ""Poker face"", ""Risk-taking behavior"", ""Chance play""]",False,0.5333333333333333,0.6522954702377319,False,False
topic-1978,gambling addiction,compulsive gambling,mas_langgraph,Psychiatry,Gambling dependence,"[""Gambling dependence"", ""Compulsive wagering disorder"", ""Pathological risk-seeking behavior""]",False,0.42105263157894735,0.8081036806106567,False,False
topic-2091,gregorian,plainchant,mas_langgraph,History,Papal,"[""Papal"", ""Catholic"", ""Christian""]",False,0.4,0.1425303965806961,False,False
topic-1510,greek,Koine Greek,mas_langgraph,Classics,Hellenic,"[""Hellenic"", ""Antiquity"", ""Classical""]",False,0.21052631578947367,0.5928953886032104,False,False
topic-1511,growth theories,development theories,mas_langgraph,Psychology,Psychological theories,"[""Psychological theories"", ""Personality development theories""]",False,0.5238095238095238,0.6042909622192383,False,False
topic-2295,group dynamics,team dynamics,mas_langgraph,Organizational Behavior,Group cohesion,"[""Group cohesion"", ""Teamwork"", ""Collegiality""]",False,0.2222222222222222,0.44524863362312317,False,False
topic-2800,group support systems,collaborative systems,mas_langgraph,Organizational Behavior,Social support structures,"[""Social support structures"", ""Colleague resource groups"", ""Employee assistance teams"", ""Teamwork networks"", ""Workplace buddy systems""]",False,0.43478260869565216,0.31482142210006714,False,False
topic-2146,group processes,group dynamics,mas_langgraph,Psychology,Group interactions,"[""Group interactions"", ""Social processes"", ""Social interactions"", ""Cognitive mechanisms""]",False,0.625,0.758842945098877,False,False
topic-3789,fundamental rights,basic rights,mas_langgraph,Law,Human rights,"[""Human rights"", ""Basic liberties"", ""Personal freedoms"", ""Civil liberties""]",False,0.6666666666666667,0.6764124631881714,False,False
topic-2315,foundations of mathematics,mathematical foundations,mas_langgraph,Mathematics,Logical foundations of mathematics,"[""Logical foundations of mathematics"", ""Mathematical structure"", ""Mathematical axioms""]",False,0.5517241379310345,0.7812778949737549,False,False
