topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,recall_at_3,recall_at_5,precision_at_5,mrr,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-9362,anxiety,worry,llm_rerank,nervousness,"[""nervousness"", ""fearfulness"", ""phobia"", ""apprehension"", ""unease""]",5,0.9454388618469238,False,False,False,False,0.0,0.0,0.1818181818181817,0.5076680183410645,False,False
topic-9362,anxiety,worry,hybrid_fusion,nervousness,"[""nervousness"", ""fearfulness"", ""fear"", ""apprehension"", ""unease""]",5,2.803611516952514,False,False,False,False,0.0,0.0,0.2222222222222222,0.5076680183410645,False,False
topic-9362,anxiety,worry,mas_base,anxiety disorder,"[""anxiety disorder"", ""anxiety attack"", ""anxiousness"", ""anxious"", ""anxiety reaction""]",5,0.9471375942230223,False,False,False,False,0.0,0.0,0.2857142857142857,0.5250762104988098,False,False
topic-9362,anxiety,worry,mas_llm_ranker,anxious,"[""anxious"", ""nervousness"", ""unease"", ""distress"", ""anxiety attack""]",5,3.539157629013061,False,False,False,False,0.0,0.0,0.1666666666666666,0.5250762104988098,False,False
topic-9362,anxiety,worry,mas_safe_hybrid,anxious,"[""anxious"", ""anxiety disorder"", ""anxiousness"", ""anxiety attack"", ""anxiety reaction""]",5,3.206895589828491,False,False,False,False,0.0,0.0,0.2857142857142857,0.5250762104988098,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,same_term,"Antarctic, Arctic, Polar Regions","[""Antarctic, Arctic, Polar Regions""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.4390243902439024,0.6824129819869995,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,wordnet_direct,,[],0,4.076957702636719e-05,False,False,False,False,0.0,0.0,0.0,0.0792153552174568,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,embedding_wordnet,antarctic zone,"[""antarctic zone"", ""antarctic continent"", ""antarctic"", ""antarctic peninsula"", ""antarctic ocean""]",5,0.0180425643920898,False,False,False,False,0.0,0.0,0.3846153846153846,0.534221351146698,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,llm_zero_shot,Polar Extremes,"[""Polar Extremes"", ""Frozen Zones"", ""Ice Caps"", ""Glacial Regions"", ""Cryospheric Areas""]",5,0.6721675395965576,False,False,False,False,0.0,0.0,0.72,0.6841622591018677,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,llm_expansion,arctic circle,"[""arctic circle"", ""polar region"", ""ice cap"", ""icecap"", ""arctic""]",5,0.9377760887145996,False,False,False,False,0.0,0.0,0.6956521739130435,0.8199579119682312,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,llm_rerank,Antarctic Circle,"[""Antarctic Circle"", ""Arctic Circle"", ""Cold-Climate Zones"", ""Cryospheric Regions"", ""Glacial Zones""]",5,1.0752379894256592,False,False,False,False,0.0,0.0,0.4166666666666666,0.5403220653533936,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,hybrid_fusion,Antarctic Circumpolar Current Zone,"[""Antarctic Circumpolar Current Zone"", ""Arctic-Tropical Borderzone"", ""High-Latitude Regions"", ""Northern High-Latitudes"", ""Polar Extremes""]",5,3.4363162517547607,False,False,False,False,0.0,0.0,0.72,0.6841623187065125,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,mas_base,antarctic zone,"[""antarctic zone"", ""antarctic continent"", ""antarctic peninsula"", ""antarctic ocean"", ""antarctic""]",5,1.0546164512634275,False,False,False,False,0.0,0.0,0.3846153846153846,0.534221351146698,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,mas_llm_ranker,arctic,"[""arctic"", ""antarctic"", ""antarctic zone"", ""antarctic continent"", ""antarctic peninsula""]",5,2.098620653152466,False,False,False,False,0.0,0.0,0.3333333333333333,0.534221351146698,False,False
topic-16802,"Antarctic, Arctic, Polar Regions",polar areas,mas_safe_hybrid,antarctic,"[""antarctic"", ""antarctic zone"", ""arctic"", ""antarctic continent"", ""antarctic peninsula""]",5,4.898766756057739,False,False,False,False,0.0,0.0,0.3333333333333333,0.534221351146698,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,same_term,"anthropology and philosophy of religion, relation","[""anthropology and philosophy of religion, relation""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.5094339622641509,0.929784059524536,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,wordnet_direct,,[],0,2.9802322387695312e-05,False,False,False,False,0.0,0.0,0.0,-0.0506624281406402,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,embedding_wordnet,anthropology,"[""anthropology"", ""cultural anthropology"", ""social anthropology"", ""religionism"", ""structural anthropology""]",5,0.0158455371856689,False,False,False,False,0.0,0.0,0.3896103896103897,0.6078650951385498,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,llm_zero_shot,Religious Epistemology,"[""Religious Epistemology"", ""Theology"", ""Philosophy of Religion"", ""Divine Epistemology"", ""Sacred Studies""]",5,0.7154331207275391,False,False,False,False,0.0,0.0,0.375,0.6436766386032104,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,llm_expansion,religionism,"[""religionism"", ""spirituality"", ""religion"", ""religiousism"", ""spiritualisation""]",5,1.0657901763916016,False,False,False,False,0.0,0.0,0.3142857142857143,0.5527311563491821,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,llm_rerank,Philosophical Anthropology,"[""Philosophical Anthropology"", ""Anthropological Theology"", ""Philosophy of Religion"", ""Interdisciplinary Study of Religion"", ""Religious Studies""]",5,1.1633808612823486,False,False,False,False,0.0,0.0,0.4390243902439024,0.737709641456604,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,hybrid_fusion,Religious Anthropology,"[""Religious Anthropology"", ""Theology and Anthropology"", ""Philosophy of Religion and Culture"", ""Anthropological Theology"", ""Theological Anthropology""]",5,3.753819942474365,False,False,False,False,0.0,0.0,0.475,0.8123918175697327,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,mas_base,Anthropological Study of Religion,"[""Anthropological Study of Religion"", ""Theology and Anthropology"", ""Philosophy of Religion"", ""Philosophical Analysis of Religion"", ""Interdisciplinary Study of Religion""]",5,1.1914074420928955,False,False,False,False,0.0,0.0,0.4615384615384615,0.7665036916732788,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,mas_llm_ranker,anthropology,"[""anthropology"", ""Philosophy of Religion"", ""religion"", ""cultural anthropology"", ""social anthropology""]",5,3.392467975616455,False,False,False,False,0.0,0.0,0.3896103896103897,0.6436766386032104,False,False
topic-1290,"anthropology and philosophy of religion, relation",relationship between anthropology and religious philosophy,mas_safe_hybrid,Philosophy of Religion,"[""Philosophy of Religion"", ""anthropology"", ""cultural anthropology"", ""social anthropology"", ""religion""]",5,3.491830348968506,False,False,False,False,0.0,0.0,0.3896103896103897,0.6436766386032104,False,False
topic-1291,arabic,Arabian,same_term,arabic,"[""arabic""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.7692307692307692,0.7408484220504761,False,False
topic-1291,arabic,Arabian,wordnet_direct,Arabic language,"[""Arabic language""]",1,9.870529174804688e-05,False,False,False,False,0.0,0.0,0.6363636363636364,0.6494115591049194,False,False
topic-1291,arabic,Arabian,embedding_wordnet,arabic language,"[""arabic language"", ""arabic alphabet"", ""arab"", ""arabian"", ""arabic numeral""]",5,0.0156311988830566,False,True,False,True,0.2,0.25,1.0,1.0,False,True
topic-1291,arabic,Arabian,llm_zero_shot,Middle Eastern,"[""Middle Eastern"", ""Islamic"", ""Arabian"", ""Oriental"", ""Persian""]",5,0.6180241107940674,False,True,True,True,0.2,0.3333333333333333,1.0,1.0,True,True
topic-1291,arabic,Arabian,llm_expansion,arabian,"[""arabian"", ""islamic"", ""persian"", ""oriental"", ""middle eastern""]",5,0.8201229572296143,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1291,arabic,Arabian,llm_rerank,Arabian,"[""Arabian"", ""Islamic"", ""Middle Eastern"", ""Semitic"", ""Oriental""]",5,0.9416475296020508,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1291,arabic,Arabian,hybrid_fusion,Arabian,"[""Arabian"", ""Arabesque"", ""Persian"", ""Islamic"", ""Sudanese""]",5,2.9085118770599365,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1291,arabic,Arabian,mas_base,arabic language,"[""arabic language"", ""arab"", ""arabic alphabet"", ""Arabian"", ""arable""]",5,0.9223332405090332,False,True,False,True,0.2,0.25,1.0,1.0,False,True
topic-1291,arabic,Arabian,mas_llm_ranker,arabic language,"[""arabic language"", ""arabic alphabet"", ""gum arabic"", ""coffea arabica"", ""arabesque""]",5,5.917339563369751,False,False,False,False,0.0,0.0,0.6363636363636364,0.6822972297668457,False,False
topic-1291,arabic,Arabian,mas_safe_hybrid,arabic language,"[""arabic language"", ""arabic alphabet"", ""arab"", ""arabian"", ""arabic numeral""]",5,4.326009273529053,False,True,False,True,0.2,0.25,1.0,1.0,False,True
topic-1292,labour and health,occupational health,same_term,labour and health,"[""labour and health""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.6111111111111112,0.5833357572555542,False,False
topic-1292,labour and health,occupational health,wordnet_direct,,[],0,5.0067901611328125e-05,False,False,False,False,0.0,0.0,0.0,0.0581780560314655,False,False
topic-1292,labour and health,occupational health,embedding_wordnet,labour,"[""labour"", ""labouring"", ""laboursaving"", ""labour-intensive"", ""labour pains""]",5,0.0156896114349365,False,False,False,False,0.0,0.0,0.3870967741935484,0.3473360538482666,False,False
topic-1292,labour and health,occupational health,llm_zero_shot,Workplace Wellness,"[""Workplace Wellness"", ""Occupational Health"", ""Health at Work"", ""Employee Wellbeing"", ""Work-Related Health""]",5,0.6638340950012207,False,True,True,True,0.2,0.5,1.0,1.0,True,True
topic-1292,labour and health,occupational health,llm_expansion,wellness,"[""wellness"", ""ergonomics"", ""occupational disease"", ""health"", ""ergonomic""]",5,0.9550046920776368,False,False,False,False,0.0,0.0,0.7692307692307692,0.8333156108856201,False,False
topic-1292,labour and health,occupational health,llm_rerank,Occupational Health,"[""Occupational Health"", ""Work-Related Illnesses"", ""Workplace Wellness"", ""Wellness at Work"", ""Employee Wellbeing""]",5,1.0587303638458252,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1292,labour and health,occupational health,hybrid_fusion,Health at Work,"[""Health at Work"", ""Healthcare and Productivity"", ""Occupational Health"", ""Health Promotion in the Workplace"", ""Work-Related Illnesses""]",5,3.15375018119812,False,True,True,True,0.2,0.3333333333333333,1.0,1.0,True,True
topic-1292,labour and health,occupational health,mas_base,labour,"[""labour"", ""labouring"", ""laboursaving"", ""labour pains"", ""labour-intensive""]",5,1.0410780906677246,False,False,False,False,0.0,0.0,0.3870967741935484,0.3473360538482666,False,False
topic-1292,labour and health,occupational health,mas_llm_ranker,Occupational Health,"[""Occupational Health"", ""Health and Safety"", ""Workplace Wellness"", ""Employee Wellbeing"", ""manual labor""]",5,4.298348903656006,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1292,labour and health,occupational health,mas_safe_hybrid,labour,"[""labour"", ""labouring"", ""laboursaving"", ""labour-intensive"", ""Occupational Health""]",5,4.319858551025391,False,True,False,True,0.2,0.2,1.0,1.0,False,True
topic-1293,industrial and organisational psychology,work psychology,same_term,industrial and organisational psychology,"[""industrial and organisational psychology""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.4727272727272728,0.7130119800567627,False,False
topic-1293,industrial and organisational psychology,work psychology,wordnet_direct,,[],0,2.86102294921875e-05,False,False,False,False,0.0,0.0,0.0,0.0866737961769104,False,False
topic-1293,industrial and organisational psychology,work psychology,embedding_wordnet,industrial psychology,"[""industrial psychology"", ""industrial enterprise"", ""organisational"", ""psychology"", ""organizational""]",5,0.0158748626708984,False,False,False,False,0.0,0.0,0.8,0.7199754118919373,False,False
topic-1293,industrial and organisational psychology,work psychology,llm_zero_shot,Work Psychology,"[""Work Psychology"", ""Organizational Behavior"", ""Industrial-Organizational (I-O) Psychology"", ""Occupational Psychology"", ""Human Factors""]",5,0.7041015625,True,True,True,True,0.2,1.0,1.0,0.9999998807907104,True,True
topic-1293,industrial and organisational psychology,work psychology,llm_expansion,applied psychology,"[""applied psychology"", ""industrial psychology"", ""psychology"", ""organizational"", ""occupational""]",5,0.8804223537445068,False,False,False,False,0.0,0.0,0.8,0.7199754118919373,False,False
topic-1293,industrial and organisational psychology,work psychology,llm_rerank,Workplace Psychology,"[""Workplace Psychology"", ""Occupational Psychology"", ""Psychology of Work"", ""Work Systems Psychology"", ""Personnel Psychology""]",5,1.014003038406372,False,False,False,False,0.0,0.0,0.8571428571428572,0.9431478977203368,False,False
topic-1293,industrial and organisational psychology,work psychology,hybrid_fusion,Industrial-Organizational Psychology,"[""Industrial-Organizational Psychology"", ""Workplace Psychology"", ""Work and Organizational Psychology"", ""Industrial-Organizational Science"", ""Occupational Psychology""]",5,3.092484951019287,False,False,False,False,0.0,0.0,0.8571428571428572,0.9085628986358644,False,False
topic-1293,industrial and organisational psychology,work psychology,mas_base,industrial psychology,"[""industrial psychology"", ""Workplace Psychology"", ""Occupational Psychology"", ""Personnel Psychology"", ""industrial enterprise""]",5,1.0066471099853516,False,False,False,False,0.0,0.0,0.8571428571428572,0.9085630178451538,False,False
topic-1293,industrial and organisational psychology,work psychology,mas_llm_ranker,Occupational Psychology,"[""Occupational Psychology"", ""Organizational Behavior Management"", ""Workplace Psychology"", ""Human Factors Engineering"", ""industrial psychology""]",5,3.443790912628174,False,False,False,False,0.0,0.0,0.8571428571428572,0.9085630178451538,False,False
topic-1293,industrial and organisational psychology,work psychology,mas_safe_hybrid,industrial psychology,"[""industrial psychology"", ""Occupational Psychology"", ""Workplace Psychology"", ""industrial enterprise"", ""psychology""]",5,4.185455560684204,False,False,False,False,0.0,0.0,0.8571428571428572,0.9085630178451538,False,False
topic-6581,working hours,working time,same_term,working hours,"[""working hours""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.64,0.8332280516624451,False,False
topic-6581,working hours,working time,wordnet_direct,,[],0,3.027915954589844e-05,False,False,False,False,0.0,0.0,0.0,0.2229785770177841,False,False
topic-6581,working hours,working time,embedding_wordnet,work time,"[""work time"", ""hours"", ""hourly"", ""working day"", ""hour""]",5,0.0155811309814453,False,False,False,False,0.0,0.0,0.8571428571428572,0.9538303017616272,False,False
topic-6581,working hours,working time,llm_zero_shot,Work Schedule,"[""Work Schedule"", ""Hours Worked"", ""Time Off"", ""Shifts"", ""Working Stints""]",5,0.6217458248138428,False,False,False,False,0.0,0.0,0.7692307692307692,0.6411772966384888,False,False
topic-6581,working hours,working time,llm_expansion,work time,"[""work time"", ""routine"", ""schedule"", ""scheduling"", ""timework""]",5,0.8252451419830322,False,False,False,False,0.0,0.0,0.8571428571428572,0.9538303017616272,False,False
topic-6581,working hours,working time,llm_rerank,Employment Hours,"[""Employment Hours"", ""Professional Hours"", ""Working Schedule"", ""Workday"", ""Occupational Time""]",5,0.915621280670166,False,False,False,False,0.0,0.0,0.6428571428571428,0.7535168528556824,False,False
topic-6581,working hours,working time,hybrid_fusion,Hours of Work,"[""Hours of Work"", ""Working Time"", ""office hours"", ""Employment Hours"", ""Labor Hours""]",5,2.781217336654663,False,True,True,True,0.2,0.5,1.0,0.9999999403953552,True,True
topic-6581,working hours,working time,mas_base,Working Time,"[""Working Time"", ""Employment Hours"", ""hours"", ""work time"", ""working day""]",5,0.9390532970428468,True,True,True,True,0.2,1.0,1.0,0.9999999403953552,True,True
topic-6581,working hours,working time,mas_llm_ranker,hours,"[""hours"", ""hour"", ""work time"", ""timework"", ""Time Allocation""]",5,5.0068039894104,False,False,False,False,0.0,0.0,0.8571428571428572,0.9538303017616272,False,False
topic-6581,working hours,working time,mas_safe_hybrid,hours,"[""hours"", ""work time"", ""Working Time"", ""Employment Hours"", ""hour""]",5,2.855568647384644,False,True,True,True,0.2,0.3333333333333333,1.0,0.9999999403953552,True,True
topic-1296,labour economics,employment economics,same_term,labour economics,"[""labour economics""]",1,4.291534423828125e-06,False,False,False,False,0.0,0.0,0.6666666666666667,0.7844510674476624,False,False
topic-1296,labour economics,employment economics,wordnet_direct,,[],0,2.789497375488281e-05,False,False,False,False,0.0,0.0,0.0,0.1071095541119575,False,False
topic-1296,labour economics,employment economics,embedding_wordnet,labour,"[""labour"", ""labor market"", ""labouring"", ""labor"", ""labor resources""]",5,0.0156598091125488,False,False,False,False,0.0,0.0,0.4,0.7186634540557861,False,False
topic-1296,labour economics,employment economics,llm_zero_shot,Labor Economics,"[""Labor Economics"", ""Economic Labor"", ""Workplace Studies"", ""Industrial Relations"", ""Employment Analysis""]",5,0.6227285861968994,False,False,False,False,0.0,0.0,0.717948717948718,0.8278337121009827,False,False
topic-1296,labour economics,employment economics,llm_expansion,labor market,"[""labor market"", ""employment"", ""labor"", ""work study"", ""labor resources""]",5,0.8698670864105225,False,False,False,False,0.0,0.0,0.6666666666666667,0.7401020526885986,False,False
topic-1296,labour economics,employment economics,llm_rerank,Labour Market Economics,"[""Labour Market Economics"", ""Econometrics of Labour"", ""Economic Development and Labour"", ""Labour Supply and Demand"", ""Social Policy and Labour""]",5,1.0502676963806152,False,False,False,False,0.0,0.0,0.6976744186046511,0.8017368912696838,False,False
topic-1296,labour economics,employment economics,hybrid_fusion,labor economics,"[""labor economics"", ""work economics"", ""workplace economics"", ""Economic Analysis of the Labor Market"", ""Labor Policy""]",5,3.046874761581421,False,False,False,False,0.0,0.0,0.6857142857142857,0.8359874486923218,False,False
topic-1296,labour economics,employment economics,mas_base,labour,"[""labour"", ""labor market"", ""labouring"", ""economics"", ""labor resources""]",5,0.9427921772003174,False,False,False,False,0.0,0.0,0.6206896551724138,0.7186634540557861,False,False
topic-1296,labour economics,employment economics,mas_llm_ranker,economics,"[""economics"", ""Human Capital Economics"", ""Workplace Economics"", ""Industrial Organization"", ""Econometrics of Labour Markets""]",5,2.94234299659729,False,False,False,False,0.0,0.0,0.6666666666666667,0.8359230756759644,False,False
topic-1296,labour economics,employment economics,mas_safe_hybrid,Labour Market Economics,"[""Labour Market Economics"", ""labour"", ""Econometrics of Labour"", ""labor market"", ""Microeconomics of the Labour Market""]",5,2.4882187843322754,False,False,False,False,0.0,0.0,0.6976744186046511,0.8017368912696838,False,False
topic-2201,labour market,employment market,same_term,labour market,"[""labour market""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.6,0.7667472958564758,False,False
topic-2201,labour market,employment market,wordnet_direct,,[],0,2.6702880859375e-05,False,False,False,False,0.0,0.0,0.0,0.1563080847263336,False,False
topic-2201,labour market,employment market,embedding_wordnet,labor market,"[""labor market"", ""labour"", ""labor"", ""labouring"", ""labor force""]",5,0.0184712409973144,False,False,False,False,0.0,0.0,0.6206896551724138,0.8064292073249817,False,False
topic-2201,labour market,employment market,llm_zero_shot,Job Market,"[""Job Market"", ""Workforce"", ""Employment Sector"", ""Labor Force"", ""Industry""]",5,0.5892581939697266,False,False,False,False,0.0,0.0,0.7647058823529411,0.8696432113647461,False,False
topic-2201,labour market,employment market,llm_expansion,workforce,"[""workforce"", ""labor market"", ""employment"", ""employ"", ""workplace""]",5,0.8236327171325684,False,False,False,False,0.0,0.0,0.7407407407407408,0.8064292073249817,False,False
topic-2201,labour market,employment market,llm_rerank,labor market,"[""labor market"", ""employment market"", ""job market"", ""labor force"", ""employment sector""]",5,0.925185203552246,False,True,True,True,0.2,0.5,1.0,1.0000001192092896,True,True
topic-2201,labour market,employment market,hybrid_fusion,labor market,"[""labor market"", ""labor force"", ""employment market"", ""job market"", ""wage labor""]",5,2.7464723587036133,False,True,True,True,0.2,0.3333333333333333,1.0,1.0000001192092896,True,True
topic-2201,labour market,employment market,mas_base,labor market,"[""labor market"", ""labour"", ""job market"", ""employment market"", ""labor force""]",5,0.9117872714996338,False,True,False,True,0.2,0.25,1.0,1.0000001192092896,False,True
topic-2201,labour market,employment market,mas_llm_ranker,labor market,"[""labor market"", ""labor force"", ""employment market"", ""job market"", ""workforce""]",5,3.4801690578460693,False,True,True,True,0.2,0.3333333333333333,1.0,1.0000001192092896,True,True
topic-2201,labour market,employment market,mas_safe_hybrid,labor market,"[""labor market"", ""employment market"", ""labour"", ""job market"", ""labor""]",5,3.4955098628997803,False,True,True,True,0.2,0.5,1.0,1.0000001192092896,True,True
topic-6603,labour market policy,employment policy,same_term,labour market policy,"[""labour market policy""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.6486486486486487,0.7137025594711304,False,False
topic-6603,labour market policy,employment policy,wordnet_direct,,[],0,2.7179718017578125e-05,False,False,False,False,0.0,0.0,0.0,0.1128579750657081,False,False
topic-6603,labour market policy,employment policy,embedding_wordnet,labor market,"[""labor market"", ""labour"", ""economic policy"", ""labor union"", ""trade policy""]",5,0.0154500007629394,False,False,False,False,0.0,0.0,0.625,0.6199259757995605,False,False
topic-6603,labour market policy,employment policy,llm_zero_shot,Employment Policy,"[""Employment Policy"", ""Workforce Management Strategy"", ""Labor Market Regulation"", ""Job Creation Initiative"", ""Economic Workforce Development""]",5,0.6894757747650146,True,True,True,True,0.2,1.0,1.0,0.9999998807907104,True,True
topic-6603,labour market policy,employment policy,llm_expansion,employment,"[""employment"", ""economic growth"", ""labor market"", ""workforce"", ""regulation""]",5,0.9058070182800292,False,False,False,False,0.0,0.0,0.7407407407407408,0.7344896793365479,False,False
topic-6603,labour market policy,employment policy,llm_rerank,Employment Policy,"[""Employment Policy"", ""Labor Market Regulation"", ""Economic Labor Initiative"", ""Industrial Relations Policy"", ""Social Labor Reform""]",5,1.0402920246124268,True,True,True,True,0.2,1.0,1.0,0.9999998807907104,True,True
topic-6603,labour market policy,employment policy,hybrid_fusion,Labor Policy,"[""Labor Policy"", ""Economic Policy for Employment"", ""Employment Policy"", ""Labor Market Regulation"", ""Job Market Regulation""]",5,3.203166484832764,False,True,True,True,0.2,0.3333333333333333,1.0,0.9999998807907104,True,True
topic-6603,labour market policy,employment policy,mas_base,labor market,"[""labor market"", ""Employment Policy"", ""Labor Market Regulation"", ""labour"", ""economic policy""]",5,1.0303642749786377,False,True,True,True,0.2,0.5,1.0,0.9999998807907104,True,True
topic-6603,labour market policy,employment policy,mas_llm_ranker,labor market,"[""labor market"", ""labour"", ""economic policy"", ""labor union"", ""trade policy""]",5,3.494270086288452,False,False,False,False,0.0,0.0,0.625,0.6199259757995605,False,False
topic-6603,labour market policy,employment policy,mas_safe_hybrid,labor market,"[""labor market"", ""Economic Labor Force Policy"", ""labour"", ""Employment Policy"", ""economic policy""]",5,5.724666595458984,False,True,False,True,0.2,0.25,1.0,0.9999998807907104,False,True
topic-1298,labour market issues,employment issues,same_term,labour market issues,"[""labour market issues""]",1,1.430511474609375e-06,False,False,False,False,0.0,0.0,0.6486486486486487,0.7138620615005493,False,False
topic-1298,labour market issues,employment issues,wordnet_direct,,[],0,3.0517578125e-05,False,False,False,False,0.0,0.0,0.0,0.1409682780504226,False,False
topic-1298,labour market issues,employment issues,embedding_wordnet,labor market,"[""labor market"", ""labour"", ""labour pains"", ""labouring"", ""labour-intensive""]",5,0.015610933303833,False,False,False,False,0.0,0.0,0.3636363636363636,0.4952906370162964,False,False
topic-1298,labour market issues,employment issues,llm_zero_shot,Job Market Challenges,"[""Job Market Challenges"", ""Employment Problems"", ""Workforce Issues"", ""Labor Concerns"", ""Occupational Difficulties""]",5,0.6844844818115234,False,False,False,False,0.0,0.0,0.7222222222222221,0.9552747011184692,False,False
topic-1298,labour market issues,employment issues,llm_expansion,employment,"[""employment"", ""workforce"", ""occupational hazard"", ""occupational"", ""occupational disease""]",5,0.885779619216919,False,False,False,False,0.0,0.0,0.7407407407407408,0.7751288414001465,False,False
topic-1298,labour market issues,employment issues,llm_rerank,economic employment issues,"[""economic employment issues"", ""job market difficulties"", ""labor force obstacles"", ""employment challenges"", ""workforce problems""]",5,0.9998538494110109,False,False,False,False,0.0,0.0,0.7906976744186046,0.818781316280365,False,False
topic-1298,labour market issues,employment issues,hybrid_fusion,labour force issues,"[""labour force issues"", ""labour force obstacles"", ""Job market problems"", ""Employment difficulties"", ""employment challenges""]",5,2.94535756111145,False,False,False,False,0.0,0.0,0.75,0.8834291696548462,False,False
topic-1298,labour market issues,employment issues,mas_base,labor market,"[""labor market"", ""job market difficulties"", ""economic workforce issues"", ""labour"", ""labor force obstacles""]",5,0.9881749153137208,False,False,False,False,0.0,0.0,0.5238095238095238,0.701389491558075,False,False
topic-1298,labour market issues,employment issues,mas_llm_ranker,labor market,"[""labor market"", ""labor force"", ""job market difficulties"", ""employment challenges"", ""workforce problems""]",5,4.995079040527344,False,False,False,False,0.0,0.0,0.6842105263157895,0.818781316280365,False,False
topic-1298,labour market issues,employment issues,mas_safe_hybrid,labor market,"[""labor market"", ""labour"", ""job market difficulties"", ""labor sector obstacles"", ""employment challenges""]",5,3.81098222732544,False,False,False,False,0.0,0.0,0.6842105263157895,0.8187813758850098,False,False
topic-1299,job motivation,work motivation,same_term,job motivation,"[""job motivation""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.8275862068965517,0.903340458869934,False,False
topic-1299,job motivation,work motivation,wordnet_direct,,[],0,2.9087066650390625e-05,False,False,False,False,0.0,0.0,0.0,0.1720895171165466,False,False
topic-1299,job motivation,work motivation,embedding_wordnet,motivation,"[""motivation"", ""motivating"", ""motivate"", ""motivational"", ""titivation""]",5,0.0154516696929931,False,False,False,False,0.0,0.0,0.8,0.8311015963554382,False,False
topic-1299,job motivation,work motivation,llm_zero_shot,Work Drive,"[""Work Drive"", ""Professional Incentive"", ""Occupational Enthusiasm"", ""Career Stimulus"", ""Employment Passion""]",5,0.6818282604217529,False,False,False,False,0.0,0.0,0.56,0.6207572221755981,False,False
topic-1299,job motivation,work motivation,llm_expansion,satisfaction,"[""satisfaction"", ""occupational"", ""engagement"", ""enthusiasm"", ""disk drive""]",5,0.8206396102905273,False,False,False,False,0.0,0.0,0.5185185185185186,0.4694912731647491,False,False
topic-1299,job motivation,work motivation,llm_rerank,job satisfaction,"[""job satisfaction"", ""employment incentive"", ""work commitment"", ""vocational passion"", ""occupational interest""]",5,0.9165186882019044,False,False,False,False,0.0,0.0,0.6,0.6347576379776001,False,False
topic-1299,job motivation,work motivation,hybrid_fusion,Work Passion,"[""Work Passion"", ""Job Satisfaction"", ""work inspiration"", ""workful desire"", ""employment incentive""]",5,2.778980731964112,False,False,False,False,0.0,0.0,0.7096774193548387,0.7352876663208008,False,False
topic-1299,job motivation,work motivation,mas_base,motivation,"[""motivation"", ""motivating"", ""motivational"", ""motivate"", ""titivation""]",5,0.9074020385742188,False,False,False,False,0.0,0.0,0.8,0.8311015963554382,False,False
topic-1299,job motivation,work motivation,mas_llm_ranker,motivation,"[""motivation"", ""motivate"", ""motivational"", ""motive"", ""motivator""]",5,4.366679430007935,False,False,False,False,0.0,0.0,0.8,0.8311015963554382,False,False
topic-1299,job motivation,work motivation,mas_safe_hybrid,motivation,"[""motivation"", ""motivate"", ""motivating"", ""motivational"", ""titivation""]",5,3.1064529418945312,False,False,False,False,0.0,0.0,0.8,0.8311015963554382,False,False
topic-6661,working conditions,employment conditions,same_term,working conditions,"[""working conditions""]",1,2.1457672119140625e-06,False,False,False,False,0.0,0.0,0.6666666666666667,0.7422128915786743,False,False
