topic,term,ground_truths,prediction,candidates,exact_match,top_3,top_5,top_8,top_8_fuzzy,mrr,mrr_fuzzy
topic-2570,central banks,"[""monetary authority""]",Monetary authorities,"[""Monetary authorities"", ""Central monetary institutions"", ""Federal reserve systems"", ""Banking supervisors"", ""Regulatory finance authorities"", ""National banking organizations"", ""Commercial bank regulators"", ""Banking oversight agencies""]",False,False,False,False,True,0.0,1.0
topic-6302,China,"[""People's Republic of China""]",Communist Party of China,"[""Communist Party of China"", ""People's Republic of China"", ""Sino"", ""Chinese mainland""]",False,True,True,True,True,0.5,0.5
topic-12461,surgery,"[""surgical procedure""]",Operative,"[""Operative"", ""Procedural intervention"", ""Medical procedure"", ""Interventional care"", ""Reconstructive surgery"", ""Minimally invasive technique"", ""Circulatory repair"", ""Restorative operation""]",False,False,False,False,True,0.0,0.3333333333333333
topic-11383,Christian creed,"[""Christian statement of belief""]",Credo,"[""Credo"", ""Core doctrine"", ""Belief system"", ""Dogmatic affirmation"", ""Sacred tenets"", ""Theological creed"", ""Religious confession""]",False,False,False,False,False,0.0,0.0
topic-4242,christian philosophy,"[""Christian worldview""]",Theological framework,"[""Theological framework"", ""Christian theology"", ""Biblical worldview"", ""Faith-based reasoning"", ""Catholic thought"", ""Protestant perspective""]",False,False,False,False,False,0.0,0.0
topic-2304,christian liturgy,"[""Christian worship""]",Worship service,"[""Worship service"", ""Sacramental ritual"", ""Eucharistic celebration"", ""Liturgy of the Word"", ""Ceremonial worship"", ""Liturgical assembly"", ""Sacred rite"", ""Divine office""]",False,False,False,False,False,0.0,0.0
topic-16544,Christianity and Culture,"[""Christian cultural studies""]",Christian Worldview,"[""Christian Worldview"", ""Faith and Civilization"", ""Religious Identity and Culture"", ""Theology and Ethics"", ""Moral Order and Tradition"", ""Cultural Heritage and Faith"", ""Sacred Values and Beliefs""]",False,False,False,False,False,0.0,0.0
topic-181,chronic heart failure,"[""persistent heart failure""]",Heart failure,"[""Heart failure"", ""Cardiac insufficiency"", ""Left-sided heart failure"", ""Right-sided heart failure"", ""Congestive cardiomyopathy"", ""Advanced cardiac decompensation"", ""Intractable heart failure"", ""Persistent left ventricular dysfunction""]",False,False,False,False,True,0.0,1.0
topic-17142,chronic diseases,"[""long-term illnesses""]",Long-term illnesses,"[""Long-term illnesses"", ""Persistent health conditions"", ""Chronic health disorders"", ""Intractable conditions"", ""Persistent medical conditions"", ""Healthcare comorbidities"", ""Persistent disease states""]",True,True,True,True,True,1.0,1.0
topic-2577,civil society,"[""civic community""]",Nonprofit organizations,"[""Nonprofit organizations"", ""Community groups"", ""Voluntary sector"", ""Public interest groups"", ""NGOs"", ""Philanthropic networks""]",False,False,False,False,False,0.0,0.0
topic-2582,cognition,"[""mental processes""]",Cognitive function,"[""Cognitive function"", ""Intellect"", ""Knowledge processing"", ""Information processing"", ""Attention"", ""Awareness"", ""Perception"", ""Mental operation""]",False,False,False,False,False,0.0,0.0
topic-4240,cognitive linguistics,"[""language cognition""]",Cognitive semantics,"[""Cognitive semantics"", ""Semantic field theory"", ""Language and thought"", ""Linguistic anthropology"", ""Neurolinguistics"", ""Philosophy of language""]",False,False,False,False,False,0.0,0.0
topic-1936,cognitive neuropsychology,"[""neurocognitive psychology""]",Neuropsychological cognition,"[""Neuropsychological cognition"", ""Cognitive neuroscience"", ""Neurocognitive psychology"", ""Brain-computer interaction"", ""Neural information processing""]",False,True,True,True,True,0.3333333333333333,0.3333333333333333
topic-6681,cognitive processes,"[""mental processes""]",Problem-solving,"[""Problem-solving"", ""Thinking skills"", ""Intellectual functions"", ""Mental operations"", ""Executive functions"", ""Information processing"", ""Higher-order thinking""]",False,False,False,False,False,0.0,0.0
topic-2584,cognitive science,"[""cognitive studies""]",Neuropsychology,"[""Neuropsychology"", ""Cognitive processing"", ""Psychophysiology"", ""Brain research"", ""Neuroscience"", ""Mind studies"", ""Cerebral psychology"", ""Intelligence science""]",False,False,False,False,False,0.0,0.0
topic-8941,coma,"[""unconscious state""]",Deepened sleep,"[""Deepened sleep"", ""Unconsciousness state"", ""Stupor"", ""Soporific condition"", ""Trance"", ""Unresponsiveness""]",False,False,False,False,True,0.0,0.5
topic-13041,work-family confict,"[""work-life conflict""]",Work-life balance issue,"[""Work-life balance issue"", ""Family-career strain"", ""Parental employment conflict"", ""Caregiver work stress"", ""Employment-parent clash"", ""Family obligations burden"", ""Career-family integration"", ""Workplace parental challenge""]",False,False,False,False,False,0.0,0.0
topic-2585,combinatorics,"[""combinatorial mathematics""]",Permutation,"[""Permutation"", ""Combinatorial Analysis"", ""Discrete Mathematics"", ""Enumerative Combinatorics"", ""Algebraic Combinatorics"", ""Computational Combinatorics""]",False,False,False,False,False,0.0,0.0
topic-1361,communication,"[""information exchange""]",Dialogue,"[""Dialogue"", ""Conversational exchange"", ""Information sharing"", ""Message conveyance"", ""Collaborative discourse"", ""Social interaction"", ""Public speaking"", ""Verbal transmission""]",False,False,False,False,True,0.0,0.3333333333333333
topic-1364,communication skills,"[""interpersonal skills""]",Effective speaking,"[""Effective speaking"", ""Verbal dexterity"", ""Public speaking abilities"", ""Conversational fluency"", ""Dialogue management"", ""Presentational techniques"", ""Social interaction skills"", ""Collaborative teamwork""]",False,False,False,False,False,0.0,0.0
topic-10421,communitarianism,"[""Community-based philosophy""]",Collectivism,"[""Collectivism"", ""Community-oriented socialism"", ""Participatory democracy"", ""Cooperative economics"", ""Mutual aid philosophy"", ""Social solidarity"", ""Communalism""]",False,False,False,False,False,0.0,0.0
topic-16003,Competence development,"[""Capability development""]",Skill acquisition,"[""Skill acquisition"", ""Professional growth"", ""Capacity building"", ""Performance improvement"", ""Personal development"", ""Educational progression""]",False,False,False,False,False,0.0,0.0
topic-2591,competition,"[""rivalry""]",Rivalry,"[""Rivalry"", ""Battleground"", ""Arena"", ""Contest"", ""Challenge"", ""Struggle"", ""Duelling""]",True,True,True,True,True,1.0,1.0
topic-11944,computational semantics,"[""machine semantics""]",Artificial intelligence,"[""Artificial intelligence"", ""Machine learning"", ""Natural language processing"", ""Semantic analysis"", ""Knowledge representation"", ""Cognitive computing"", ""Information retrieval"", ""Text analysis""]",False,False,False,False,False,0.0,0.0
topic-1368,computer crime,"[""cybercrime""]",Cybercrime,"[""Cybercrime"", ""Digital offense"", ""Computer felony"", ""Information theft"", ""E-crime"", ""Network trespass"", ""Data breach crime"", ""Malware assault""]",True,True,True,True,True,1.0,1.0
topic-5801,computer linguistics,"[""computational linguistics""]",Computational Linguistics,"[""Computational Linguistics"", ""Natural Language Processing"", ""Language Technology"", ""Information Processing"", ""Artificial Intelligence"", ""Machine Learning"", ""Text Analysis""]",True,True,True,True,True,1.0,1.0
topic-2596,computer models,"[""computational models""]",Simulations,"[""Simulations"", ""Mathematical representations"", ""Computational frameworks"", ""Numerical solutions"", ""Digital prototypes"", ""Simulation tools"", ""Modeling software""]",False,False,False,False,False,0.0,0.0
topic-2598,computer simulation,"[""computational modeling""]",Modeling,"[""Modeling"", ""Computer modeling"", ""Numerical analysis"", ""Artificial replication"", ""Simulation software"", ""Virtual environment"", ""Computational modeling"", ""Digital twin""]",False,False,False,True,True,0.14285714285714285,1.0
topic-1372,computer systems,"[""computing systems""]",Information technology infrastructure,"[""Information technology infrastructure"", ""Computer networks architecture"", ""Hardware software integration"", ""IT infrastructure systems"", ""Networked digital platforms"", ""Machine computer systems""]",False,False,False,False,False,0.0,0.0
topic-2110,conflicts,"[""disputes""]",Disputes,"[""Disputes"", ""Tensions"", ""Divergences"", ""Disagreements"", ""Oppositions"", ""Rivalries"", ""Clashes"", ""Antagonisms""]",True,True,True,True,True,1.0,1.0
topic-1376,constitutional law,"[""fundamental law""]",Jurisprudence,"[""Jurisprudence"", ""Constitutional jurisprudence"", ""Statutory interpretation"", ""Legislative framework"", ""Public policy framework"", ""Fundamental rights doctrine"", ""Basic law theory"", ""Constitutional governance""]",False,False,False,False,True,0.0,0.16666666666666666
topic-1377,constitutional law history,"[""history of constitutional law""]",Foundational legal framework,"[""Foundational legal framework"", ""Juridical heritage"", ""Historic constitutional development"", ""Public law tradition"", ""Statutory foundation"", ""Legislative roots"", ""Formative legal period"", ""Institutional genesis""]",False,False,False,False,False,0.0,0.0
topic-3790,constitutional issues,"[""constitutional challenges""]",Legal disputes,"[""Legal disputes"", ""Governance concerns"", ""Institutional flaws"", ""Fundamental questions"", ""Regulatory challenges"", ""Structural problems"", ""Constitutional controversies"", ""Systemic inconsistencies""]",False,False,False,False,False,0.0,0.0
topic-1378,consumer behaviour,"[""buying behavior""]",Purchase decision-making,"[""Purchase decision-making"", ""Consumer choice behavior"", ""Buyer psychology"", ""Consumer purchasing decisions"", ""Behavioral market dynamics""]",False,False,False,False,False,0.0,0.0
topic-2617,cooperative information systems,"[""collaborative information systems""]",Collaborative IT systems,"[""Collaborative IT systems"", ""Partnership-based IS"", ""Shared resource platforms"", ""Synergistic information systems"", ""Coordinated data management"", ""Collaborative network architecture"", ""Mutual aid networks"", ""Community-driven IT solutions""]",False,False,False,False,True,0.0,1.0
topic-2626,cooperative game theory,"[""collaborative game theory""]",Collaborative Game Theory,"[""Collaborative Game Theory"", ""Game Theoretic Cooperation"", ""Cooperative Decision Making"", ""Joint Problem Solving Approach"", ""Mutual Benefit Analysis"", ""Strategic Alliance Model"", ""Interdependent Choice Theory""]",True,True,True,True,True,1.0,1.0
topic-9921,coping,"[""stress management""]",Adapting to stress,"[""Adapting to stress"", ""Managing adversity"", ""Emotional regulation"", ""Stress management techniques"", ""Resilience strategies"", ""Psychological adaptation"", ""Survival skills"", ""Emotional resilience""]",False,False,False,False,True,0.0,0.25
topic-1383,corporate governance,"[""corporate management""]",Board oversight,"[""Board oversight"", ""Corporate management structure"", ""Organizational governance model"", ""Executive accountability system"", ""Regulatory compliance framework"", ""Audit committee oversight"", ""Compliance and ethics policy"", ""Risk management protocol""]",False,False,False,False,True,0.0,0.5
topic-1384,criminology,"[""criminal science""]",Forensic science,"[""Forensic science"", ""Crime studies"", ""Penology"", ""Legal sociology"", ""Offender behavior"", ""Justice system analysis"", ""Delinquency studies""]",False,False,False,False,False,0.0,0.0
topic-1934,cross-cultural research,"[""intercultural research""]",International comparative studies,"[""International comparative studies"", ""Multicultural investigation"", ""Comparative cultural studies"", ""Global ethnography"", ""Culturally aware inquiry"", ""Transnational research"", ""Fusion of cultures research"", ""Multidisciplinary cross-cultural study""]",False,False,False,False,False,0.0,0.0
topic-1386,cross-cultural psychology,"[""intercultural psychology""]",Intercultural psychology,"[""Intercultural psychology"", ""Transcultural psychology"", ""Cultural psychology"", ""Multicultural psychology"", ""Global psychology"", ""Comparative cultural psychology"", ""Ethnocultural psychology""]",True,True,True,True,True,1.0,1.0
topic-8882,cultural heritage,"[""cultural legacy""]",Intangible legacy,"[""Intangible legacy"", ""Cultural patrimony"", ""Heritage site"", ""Community tradition"", ""Social history"", ""National identity"", ""Archaeological record""]",False,False,False,False,False,0.0,0.0
topic-15542,Economics of art and culture,"[""cultural economics""]",Art market analysis,"[""Art market analysis"", ""Cultural industry studies"", ""Economic valuation of creative goods"", ""Arts and culture policy"", ""Creative industries management"", ""Cultural entrepreneurship"", ""Aesthetics and economics""]",False,False,False,False,False,0.0,0.0
topic-2631,cultural diversity,"[""cultural variety""]",Ethnic pluralism,"[""Ethnic pluralism"", ""Multiculturalism"", ""Cultural richness"", ""Diverse heritage"", ""Cultural mosaic"", ""Pluralistic society"", ""Inclusive community building"", ""Cohesive multicultural society""]",False,False,False,False,False,0.0,0.0
topic-3466,culture,"[""cultural practices""]",Tradition,"[""Tradition"", ""Heritage"", ""Civilization"", ""Community"", ""Society"", ""Norms"", ""Values""]",False,False,False,False,False,0.0,0.0
topic-1390,culture and internationalisation,"[""global culture""]",Globalization,"[""Globalization"", ""International diversity"", ""Multiculturalism"", ""Cross-cultural understanding"", ""Intercultural relations"", ""Cultural exchange programs"", ""Transnationalism"", ""Global citizenship""]",False,False,False,False,False,0.0,0.0
topic-1389,culture in brabant,"[""Brabant heritage""]",Brabant culture,"[""Brabant culture"", ""Regional identity"", ""Dutch heritage"", ""Local customs"", ""Provincial ethos"", ""Social fabric"", ""Community norms"", ""Flemish tradition""]",False,False,False,False,False,0.0,0.0
topic-1950,cultural and country differences,"[""cross-cultural differences""]",Geographical disparities,"[""Geographical disparities"", ""National variations"", ""Cultural nuances"", ""Ethnic divergences"", ""Regional distinctiveness"", ""Socio-cultural contrasts"", ""Multicultural differences"", ""Cultural divergence""]",False,False,False,False,True,0.0,0.14285714285714285
topic-8881,cultural and social history,"[""social and cultural history""]",Historical sociology,"[""Historical sociology"", ""Social anthropology"", ""Cultural studies"", ""Sociocultural analysis"", ""Ethnographic history"", ""Anthropological research"", ""Social contextuality"", ""Historiography of culture""]",False,False,False,False,False,0.0,0.0
topic-1561,Art education,"[""arts instruction""]",Visual arts instruction,"[""Visual arts instruction"", ""Artistic pedagogy"", ""Studio art education"", ""Fine arts curriculum"", ""Artistic expression development"", ""Pedagogical art practices"", ""Art-based learning initiatives""]",False,False,False,False,True,0.0,1.0
topic-1388,philosophy of culture,"[""cultural philosophy""]",Anthropological theory,"[""Anthropological theory"", ""Cultural critique"", ""Social epistemology"", ""Critical cultural analysis"", ""Philosophy of history"", ""Humanistic inquiry"", ""Cultural hermeneutics"", ""Ethnophilosophy""]",False,False,False,False,False,0.0,0.0
topic-1392,cultural psychology,"[""cross-cultural psychology""]",Anthropological Psychology,"[""Anthropological Psychology"", ""Cognitive Anthropology"", ""Ethnopsychology"", ""Person-Culture Studies"", ""Intercultural Communication"", ""Cross-Cultural Research"", ""Psychosocial Development"", ""Social Cognitive Theory""]",False,False,False,False,False,0.0,0.0
topic-1393,cultural sociology,"[""sociology of culture""]",Social theory,"[""Social theory"", ""Cultural anthropology"", ""Sociocultural studies"", ""Institutional sociology"", ""Symbolic interactionism"", ""Anthropological sociology"", ""Critical cultural studies""]",False,False,False,False,False,0.0,0.0
topic-1928,cultureral differences,"[""cultural diversity""]",Ethnocultural variations,"[""Ethnocultural variations"", ""Cultural nuances"", ""Socio-cultural disparities"", ""Interethnic contrasts"", ""Cross-cultural variations"", ""Global diversity"", ""Cultural relativism"", ""Diversity of human experience""]",False,False,False,False,False,0.0,0.0
topic-2636,data mining,"[""data analysis""]",Knowledge extraction,"[""Knowledge extraction"", ""Data analysis"", ""Predictive analytics"", ""Business intelligence"", ""Pattern recognition"", ""Information retrieval"", ""Extracted insights"", ""Operational analytics""]",False,True,True,True,True,0.5,0.5
topic-2637,data warehouse,"[""data repository""]",Business Intelligence Repository,"[""Business Intelligence Repository"", ""Corporate Data Storehouse"", ""Enterprise Data Hub"", ""Centralized Data Archive"", ""Data Bank"", ""Integrated Data Reservoir"", ""Organizational Data Center"", ""Information Storage Facility""]",False,False,False,False,True,0.0,1.0
topic-1395,databases,"[""data repositories""]",Repository,"[""Repository"", ""Data repository"", ""Information store"", ""Knowledge base"", ""Digital library"", ""Centralized data storage"", ""Archive"", ""Storage unit""]",False,False,False,False,True,0.0,0.5
topic-1397,decentralization,"[""devolution""]",Dissipation,"[""Dissipation"", ""Dispersal"", ""Fragmentation"", ""Decomposition"", ""Diversification"", ""Autonomy"", ""Self-governance"", ""Federated governance""]",False,False,False,False,False,0.0,0.0
topic-5637,deconstruction,"[""critical analysis""]",Critical analysis,"[""Critical analysis"", ""Philosophical decentering"", ""Poststructuralist inquiry"", ""Discursive dismantling"", ""Semiotic dissection"", ""Linguistic subversion"", ""Cultural critique"", ""Textual critique""]",True,True,True,True,True,1.0,1.0
topic-2327,dementia,"[""cognitive decline""]",Alzheimer's disease,"[""Alzheimer's disease"", ""Cognitive decline"", ""Neurodegenerative disorder"", ""Aging-related cognitive impairment"", ""Dementia syndrome"", ""Age-related cognitive dysfunction"", ""Geriatric cognitive impairment"", ""Cognitively impaired state""]",False,True,True,True,True,0.5,0.5
topic-1398,democracy,"[""popular government""]",Republic,"[""Republic"", ""Representative Government"", ""Liberal Democracy"", ""Majority Rule"", ""Participatory System"", ""Citizen Governance"", ""Public Policy"", ""Free State""]",False,False,False,False,False,0.0,0.0
topic-1399,demography,"[""population studies""]",Population statistics,"[""Population statistics"", ""Demographic analysis"", ""Age structure"", ""Social composition"", ""Population dynamics"", ""Census data"", ""Demographic profile""]",False,False,False,False,False,0.0,0.0
topic-7761,depression,"[""melancholy""]",Melancholy,"[""Melancholy"", ""Dysthymia"", ""Low mood"", ""Unhappiness"", ""Sorrowfulness"", ""Clinical depression"", ""Affective disorder"", ""Psychological distress""]",True,True,True,True,True,1.0,1.0
topic-1949,depression during pregnancy,"[""prenatal depression""]",Pregnancy-related depression,"[""Pregnancy-related depression"", ""Postpartum low mood disorder"", ""Antenatal affective disorder"", ""Mood disturbance in pregnancy"", ""Childbearing-related depression"", ""Perinatal depressive condition""]",False,False,False,False,False,0.0,0.0
topic-1400,third world,"[""developing countries""]",Low-income country,"[""Low-income country"", ""Underdeveloped nation"", ""Less-developed economy"", ""Poverty-stricken region"", ""Developing country"", ""Third-world country"", ""Global South""]",False,False,False,False,True,0.0,0.2
topic-2645,derivatives,"[""financial instruments""]",Offsprings,"[""Offsprings"", ""Progeny"", ""Descendants"", ""Heirs"", ""Inheritors"", ""Successors"", ""Offshoots""]",False,False,False,False,False,0.0,0.0
topic-4327,Derrida,"[""Jacques Derrida""]",Poststructuralist,"[""Poststructuralist"", ""Deconstructionist Theorist"", ""French Philosopher"", ""Philosophical Critic"", ""Critical Thinker"", ""Academic Theorist""]",False,False,False,False,False,0.0,0.0
topic-17143,Diabetic disease,"[""blood sugar disorder""]",Hyperglycemia,"[""Hyperglycemia"", ""Diabetic mellitus"", ""Insulin resistance"", ""Glycemic dysfunction"", ""Blood glucose imbalance"", ""Type 1 diabetes"", ""Carbohydrate intolerance"", ""Metabolic syndrome""]",False,False,False,False,False,0.0,0.0
topic-1403,dialect and society,"[""Regional language and society""]",Local speech patterns,"[""Local speech patterns"", ""Community language"", ""Regional vernacular"", ""Language variation"", ""Sociolects"", ""Cultural expression"", ""Ethnicity markers"", ""Regional accents""]",False,False,False,False,False,0.0,0.0
topic-16823,Didache and James's letter,"[""early Christian texts""]",Epistle of James,"[""Epistle of James"", ""Letter of James"", ""Early Christian text"", ""Christian Apocrypha"", ""Jewish Christian writings"", ""Ancient Christian literature"", ""Patristic letters""]",False,False,False,False,True,0.0,0.3333333333333333
topic-4742,Didache and Matthew's gospel,"[""Didache and the Gospel of Matthew""]",Gospel of Matthew,"[""Gospel of Matthew"", ""Early Christian text"", ""Apostolic writing"", ""New Testament passage"", ""Matthew's teachings"", ""Christian scripture"", ""First-century Christian texts""]",False,False,False,False,True,0.0,1.0
topic-4741,didache and early judaism,"[""early Christian teachings and Judaism""]",Jewish Law,"[""Jewish Law"", ""Ancient Jewish Teachings"", ""Primitive Judaism"", ""Halakhah Origins"", ""Pharisaic Roots"", ""Biblical Law Evolution"", ""Rabbinic Tradition"", ""Mosaic Period Texts""]",False,False,False,False,False,0.0,0.0
topic-16822,"Didache, Matthew's gospel and James's letter","[""early Christian texts""]",Christian scripture,"[""Christian scripture"", ""New Testament text"", ""Matthew's gospel account"", ""James's epistle"", ""Apostolic literature"", ""Early Christian writings""]",False,False,False,False,True,0.0,0.16666666666666666
topic-2652,services marketing,"[""service promotion""]",Customer service management,"[""Customer service management"", ""Service provision"", ""Marketing support functions"", ""Business customer engagement"", ""Consumer experience management"", ""Market support services"", ""Brand relationship management"", ""Product and service promotion""]",False,False,False,False,True,0.0,0.5
topic-6202,service industry,"[""service sector""]",Hospitality sector,"[""Hospitality sector"", ""Service sector"", ""Business services"", ""Commercial services"", ""Customer service industry"", ""Tourism trade"", ""Logistics and support""]",False,True,True,True,True,0.5,0.5
topic-4309,digital library,"[""electronic library""]",Electronic repository,"[""Electronic repository"", ""Digital archives"", ""E-repository"", ""Online information resource"", ""Virtual library"", ""Digital archive system""]",False,False,False,False,False,0.0,0.0
topic-1404,digital culture,"[""cyber culture""]",Cyberculture,"[""Cyberculture"", ""Online society"", ""Digital age"", ""Informational culture"", ""Technological culture"", ""Virtual community"", ""Networked culture"", ""E-culture""]",False,False,False,False,False,0.0,0.0
topic-1405,discrete mathematics,"[""combinatorial mathematics""]",Discrete set theory,"[""Discrete set theory"", ""Combinatorial mathematics"", ""Algebraic combinatorics"", ""Discrete algebra"", ""Mathematical logic""]",False,True,True,True,True,0.5,0.5
topic-5461,diversity in organisations,"[""organizational inclusivity""]",Inclusivity,"[""Inclusivity"", ""Multiculturalism"", ""Diversity management"", ""Organizational pluralism"", ""Cultural heterogeneity"", ""Workplace inclusivity"", ""Ethnic diversity"", ""Incorporating differences""]",False,False,False,False,True,0.0,1.0
topic-7961,diversity management,"[""inclusion management""]",Inclusion management,"[""Inclusion management"", ""Diversity initiative"", ""Equal opportunity administration"", ""Cultural competence program"", ""Inclusive workforce strategy"", ""Socio-cultural integration"", ""Ethnic diversity planning"", ""Inclusive workplace policies""]",True,True,True,True,True,1.0,1.0
topic-2662,dividend policy,"[""profit distribution strategy""]",Share buyback strategy,"[""Share buyback strategy"", ""Investment return distribution"", ""Dividend yield allocation"", ""Payout ratio framework"", ""Distribution policy guideline"", ""Income sharing mechanism"", ""Capital repatriation scheme"", ""Profit distribution protocol""]",False,False,False,False,True,0.0,0.125
topic-1407,document retrieval,"[""document search""]",Information retrieval,"[""Information retrieval"", ""Document search"", ""Index query"", ""Database query"", ""File access"", ""Record location"", ""Archive lookup"", ""Data fetching""]",False,True,True,True,True,0.5,0.5
topic-11385,dogma,"[""doctrine""]",Dogmatic views,"[""Dogmatic views"", ""Orthodoxy"", ""Categorical thinking"", ""Preconceived notions"", ""Unyielding convictions"", ""Institutionalized belief"", ""A priori assumptions""]",False,False,False,False,False,0.0,0.0
topic-1408,dogmatic theology,"[""doctrinal theology""]",Inflexible theology,"[""Inflexible theology"", ""Rigid doctrine"", ""Orthodox dogma"", ""Dogmatic creed"", ""Categorical theology"", ""Apostolic tradition"", ""Closed-mindedness"", ""Fundamentalism""]",False,False,False,False,False,0.0,0.0
topic-2318,fallacies and unfair methods of discussion,"[""logical fallacies""]",Ad hominem attacks,"[""Ad hominem attacks"", ""Fallacious reasoning"", ""Logical fallacies"", ""Argumentative flaws"", ""Misleading discourse"", ""Cognitive biases"", ""Unsound argumentation"", ""Discursive deceit""]",False,True,True,True,True,0.3333333333333333,0.3333333333333333
topic-5126,drugs addiction,"[""substance dependence""]",Substance dependence,"[""Substance dependence"", ""Medication abuse"", ""Dependence syndrome"", ""Addictive disorder"", ""Chemical dependency"", ""Psychoactive substance abuse"", ""Nicotine dependence"", ""Pharmacological dependence""]",True,True,True,True,True,1.0,1.0
topic-1409,german,"[""Teutonic""]",Germanic,"[""Germanic"", ""High German"", ""Low German"", ""Central European German"", ""West German"", ""South German"", ""North German"", ""East German""]",False,False,False,False,False,0.0,0.0
topic-1411,sustainable tourism,"[""eco-friendly tourism""]",Eco-tourism,"[""Eco-tourism"", ""Green travel"", ""Responsible travel"", ""Environmental tourism"", ""Ecological tourism"", ""Low-impact tourism"", ""Eco-friendly travel""]",False,False,False,False,False,0.0,0.0
topic-3382,sustainable development,"[""green development""]",Environmental stewardship,"[""Environmental stewardship"", ""Green economy"", ""Eco-friendly growth"", ""Responsible resource management"", ""Holistic development"", ""Ecological balance"", ""Triple bottom line"", ""Sustainable practices""]",False,False,False,False,False,0.0,0.0
topic-2667,dynamic game theory,"[""evolving game theory""]",Strategic decision-making,"[""Strategic decision-making"", ""Evolutionary choice analysis"", ""Behavioral modeling"", ""Adaptive market theory"", ""Interactive choice behavior"", ""Mechanistic strategic thinking"", ""Situational bargaining dynamics"", ""Game-changing economics""]",False,False,False,False,False,0.0,0.0
topic-2669,e-business,"[""online business""]",Digital commerce,"[""Digital commerce"", ""E-commerce platform"", ""Virtual marketplace"", ""Business-to-consumer transaction"", ""Electronic retailing"", ""Global online trading"", ""Corporate digital presence""]",False,False,False,False,False,0.0,0.0
topic-2670,e-commerce,"[""online retail""]",Online retailing,"[""Online retailing"", ""Digital marketplace"", ""E-tailing"", ""Cyber commerce"", ""Business-to-consumer"", ""Virtual store"", ""Digital buying"", ""Online sales""]",False,False,False,False,True,0.0,1.0
topic-1413,econometrics,"[""economic modeling""]",Applied Statistics,"[""Applied Statistics"", ""Economic Analysis"", ""Quantitative Economics"", ""Macroeconometrics"", ""Microeconometrics"", ""Computational Econometrics"", ""Statistical Modeling"", ""Economic Modelling""]",False,False,False,False,True,0.0,0.125
topic-1414,economics,"[""economic science""]",Finance,"[""Finance"", ""Economic science"", ""Resource allocation"", ""Industrial organization"", ""Monetary policy"", ""Commercial science"", ""Business management"", ""Global trade""]",False,True,True,True,True,0.5,0.5
topic-12881,economics of regulation,"[""regulatory economics""]",Regulatory economics,"[""Regulatory economics"", ""Government oversight regime"", ""State intervention mechanisms"", ""Market regulation framework"", ""Regulatory policy studies"", ""Economic governance structure"", ""Public administration theory"", ""Regulatory impact assessment""]",True,True,True,True,True,1.0,1.0
topic-5101,economics of innovation,"[""innovation economics""]",Innovation economics,"[""Innovation economics"", ""Economic dynamics of innovation"", ""Knowledge-based economic growth"", ""Firm-level innovation performance"", ""Industrial policy framework"", ""Technological progress analysis"", ""Research and development costs"", ""Innovation strategy implementation""]",True,True,True,True,True,1.0,1.0
topic-1282,general economics,"[""economic theory""]",Macroeconomics,"[""Macroeconomics"", ""Economic theory"", ""Global economy"", ""Monetary economics"", ""Industrial organization"", ""Economic policy""]",False,True,True,True,True,0.5,0.5
topic-3464,history of economic thought,"[""economic history""]",Economic theory evolution,"[""Economic theory evolution"", ""Philosophy of economics"", ""School of economic thought"", ""Evolution of economic ideas"", ""Theoretical foundations of economics"", ""Historical roots of economics"", ""Paradigm shifts in economics"", ""Economic philosophy""]",False,False,False,False,True,0.0,0.125
topic-1416,economic geography,"[""spatial economics""]",Regional economics,"[""Regional economics"", ""Spatial economic analysis"", ""Economic spatial science"", ""Territorial development studies"", ""Urban economic systems"", ""Geographic resource management"", ""Economic regionalization"", ""Geospatial economic modeling""]",False,False,False,False,True,0.0,0.3333333333333333
topic-2689,economic growth,"[""economic development""]",Economic expansion,"[""Economic expansion"", ""Financial development"", ""Business prosperity"", ""Industrial upswing"", ""Market expansion"", ""Capital accumulation"", ""Wealth creation"", ""Fiscal augmentation""]",False,False,False,False,False,0.0,0.0
topic-1418,psychology of economic behaviour,"[""behavioral economics""]",Behavioral economics,"[""Behavioral economics"", ""Economic psychology"", ""Psychological finance"", ""Human economic behavior"", ""Behavioral decision making"", ""Decision-making studies"", ""Behavioral science""]",True,True,True,True,True,1.0,1.0
topic-6221,economic situation,"[""economic condition""]",Financial condition,"[""Financial condition"", ""Economic climate"", ""Market environment"", ""Business landscape"", ""Monetary situation"", ""Fiscal position"", ""Industry scenario"", ""Commercial context""]",False,False,False,False,False,0.0,0.0
topic-2056,EEG,"[""brainwave recording""]",Electroencephalogram,"[""Electroencephalogram"", ""Electrical brain activity"", ""Cerebral electrical mapping"", ""Neurophysiological tracing"", ""Electrophysiological study"", ""Brain wave pattern recording"", ""Cortical electrical monitoring"", ""Neural signal processing""]",False,False,False,False,True,0.0,0.16666666666666666
topic-4032,securities law,"[""financial regulation""]",Investment regulation,"[""Investment regulation"", ""Capital markets legislation"", ""Financial oversight laws"", ""Regulatory framework"", ""Compliance and disclosure requirements"", ""Securities act"", ""Market conduct regulations"", ""Financial services law""]",False,False,False,False,False,0.0,0.0
topic-2311,property rights,"[""ownership rights""]",Ownership interests,"[""Ownership interests"", ""Land tenure"", ""Real estate ownership"", ""Patent rights"", ""Copyrights"", ""Title to land"", ""Condominium ownership"", ""Landholding privileges""]",False,False,False,False,False,0.0,0.0
